consistency,pctl
78.99,18.91201
78.98,18.94447
78.97,18.9985
78.96,19.05176
78.95,19.09006
78.94,19.13394
78.93,19.18213
78.92,19.22373
78.91,19.27065
78.9,19.3125
78.89,19.36348
78.88,19.40584
78.87,19.43805
78.86,19.48649
78.85,19.5291
78.84,19.5641
78.83,19.61762
78.82,19.66226
78.81,19.72415
78.8,19.77487
78.79,19.81825
78.78,19.8677
78.77,19.90803
78.76,19.95521
78.75,20.00822
78.74,20.03688
78.73,20.07416
78.72,20.12388
78.71,20.17105
78.7,20.21594
78.69,20.25856
78.68,20.31435
78.67,20.36813
78.66,20.40769
78.65,20.46222
78.64,20.4957
78.63,20.5411
78.62,20.58625
78.61,20.63977
78.6,20.68694
78.59,20.72778
78.58,20.7643
78.57,20.80691
78.56,20.85257
78.55,20.9
78.54,20.94311
78.53,20.99486
78.52,21.03087
78.51,21.09149
78.5,21.11483
78.49,21.18255
78.48,21.21121
78.47,21.24798
78.46,21.28806
78.45,21.32052
78.44,21.36821
78.43,21.4339
78.42,21.49756
78.41,21.54119
78.4,21.59698
78.39,21.64923
78.38,21.68195
78.37,21.71366
78.36,21.76844
78.35,21.81055
78.34,21.8425
78.33,21.90312
78.32,21.95968
78.31,21.99215
78.3,22.04871
78.29,22.08549
78.28,22.12708
78.27,22.16665
78.26,22.21509
78.25,22.25796
78.24,22.30463
78.23,22.36423
78.22,22.40354
78.21,22.46619
78.2,22.50855
78.19,22.5575
78.18,22.61609
78.17,22.65743
78.16,22.70689
78.15,22.77233
78.14,22.80352
78.13,22.85273
78.12,22.88824
78.11,22.94962
78.1,22.99121
78.09,23.04093
78.08,23.0914
78.07,23.16267
78.06,23.20909
78.05,23.27579
78.04,23.31308
78.03,23.35214
78.02,23.39957
78.01,23.43863
78,23.48301
77.99,23.52765
77.98,23.58091
77.97,23.62936
77.96,23.68161
77.95,23.74147
77.94,23.78737
77.93,23.81756
77.92,23.88173
77.91,23.93372
77.9,23.97836
77.89,24.04709
77.88,24.07601
77.87,24.14804
77.86,24.19649
77.85,24.24873
77.84,24.31011
77.83,24.36109
77.82,24.41309
77.81,24.46661
77.8,24.51759
77.79,24.56831
77.78,24.62893
77.77,24.68549
77.76,24.72684
77.75,24.7735
77.74,24.82804
77.73,24.88713
77.72,24.93482
77.71,24.97793
77.7,25.01674
77.69,25.05352
77.68,25.11033
77.67,25.16715
77.66,25.2128
77.65,25.25972
77.64,25.32465
77.63,25.38755
77.62,25.44741
77.61,25.50524
77.6,25.55216
77.59,25.59959
77.58,25.62673
77.57,25.6942
77.56,25.74137
77.55,25.77612
77.54,25.82025
77.53,25.86515
77.52,25.91638
77.51,25.99425
77.5,26.05309
77.49,26.09114
77.48,26.15353
77.47,26.19386
77.46,26.24763
77.45,26.27984
77.44,26.33716
77.43,26.39474
77.42,26.45916
77.41,26.51648
77.4,26.56163
77.39,26.61438
77.38,26.6608
77.37,26.70671
77.36,26.76048
77.35,26.80537
77.34,26.85128
77.33,26.90277
77.32,26.96643
77.31,27.02857
77.3,27.07575
77.29,27.11557
77.28,27.16705
77.27,27.22945
77.26,27.27688
77.25,27.33623
77.24,27.36971
77.23,27.45797
77.22,27.50642
77.21,27.56881
77.2,27.60914
77.19,27.67128
77.18,27.72048
77.17,27.7669
77.16,27.8298
77.15,27.87825
77.14,27.91553
77.13,27.98477
77.12,28.02713
77.11,28.07456
77.1,28.11971
77.09,28.16358
77.08,28.20873
77.07,28.26402
77.06,28.35609
77.05,28.43472
77.04,28.49813
77.03,28.54378
77.02,28.58259
77.01,28.629
77,28.66882
76.99,28.72336
76.98,28.76977
76.97,28.82735
76.96,28.88391
76.95,28.93007
76.94,28.99525
76.93,29.03862
76.92,29.10051
76.91,29.15098
76.9,29.21287
76.89,29.25142
76.88,29.30063
76.87,29.36353
76.86,29.40234
76.85,29.46194
76.84,29.51013
76.83,29.58394
76.82,29.65343
76.81,29.69376
76.8,29.72268
76.79,29.79547
76.78,29.84467
76.77,29.88881
76.76,29.97175
76.75,30.02754
76.74,30.07168
76.73,30.12012
76.72,30.17313
76.71,30.22158
76.7,30.28397
76.69,30.33774
76.68,30.38136
76.67,30.43133
76.66,30.50184
76.65,30.53913
76.64,30.6109
76.63,30.66062
76.62,30.76106
76.61,30.81863
76.6,30.85084
76.59,30.89599
76.58,30.94393
76.57,31.0048
76.56,31.04563
76.55,31.08064
76.54,31.14404
76.53,31.19807
76.52,31.24753
76.51,31.30434
76.5,31.37536
76.49,31.4413
76.48,31.49533
76.47,31.56026
